time;ax;ay;az;aT
37.8190;0.3866;0.4764;0.4834;0.781
37.8220;0.1472;0.4775;0.6320;0.806
37.8270;-0.1236;0.5256;0.7424;0.918
37.8350;-0.4311;0.6011;0.7958;1.086
37.8370;-0.6323;0.6275;0.7778;1.183
37.8430;-0.7900;0.6140;0.6839;1.212
37.8480;-0.8615;0.6181;0.5284;1.185
37.8540;-0.8997;0.6689;0.4022;1.191
37.8570;-0.8953;0.7090;0.2287;1.165
37.8630;-0.7915;0.7199;0.1178;1.076
37.8760;-0.6986;0.7782;0.0023;1.046
37.8760;-0.5880;0.8079;-0.1228;1.007
37.8770;-0.4550;0.8139;-0.1378;0.943
37.8940;-0.4141;0.7969;-0.1579;0.912
37.8950;-0.3833;0.7951;-0.2213;0.910
37.8960;-0.3334;0.8036;-0.2227;0.898
37.8980;-0.4126;0.7937;-0.1239;0.903
37.9040;-0.4532;0.7700;-0.0062;0.893
37.9080;-0.5796;0.7754;0.0203;0.968
37.9130;-0.6769;0.7518;0.2142;1.034
37.9190;-0.7071;0.7137;0.3362;1.059
37.9230;-0.6991;0.6845;0.4631;1.083
37.9280;-0.6582;0.6353;0.5615;1.073
37.9350;-0.6034;0.5851;0.6792;1.081
37.9380;-0.5539;0.5863;0.7159;1.078
37.9430;-0.4953;0.5528;0.7672;1.068
37.9490;-0.4516;0.5277;0.7855;1.048
37.9540;-0.4271;0.5491;0.7659;1.035
37.9580;-0.3884;0.5070;0.7372;0.975
37.9630;-0.4166;0.4638;0.7663;0.988
37.9760;-0.4448;0.4576;0.6571;0.916
37.9760;-0.4536;0.4171;0.6393;0.888
37.9780;-0.4525;0.3805;0.5069;0.779
37.9940;-0.4462;0.3719;0.4085;0.710
37.9950;-0.4634;0.3629;0.3583;0.689
37.9960;-0.4849;0.3389;0.2844;0.656
37.9990;-0.4343;0.3049;0.2394;0.582
38.0050;-0.4026;0.2945;0.2043;0.539
38.0090;-0.3610;0.3172;0.1310;0.498
38.0150;-0.3049;0.2872;0.0532;0.422
38.0190;-0.2866;0.2855;-0.0436;0.407
38.0240;-0.2441;0.2741;-0.0827;0.376
38.0290;-0.1347;0.2672;-0.0979;0.315
38.0350;-0.0349;0.2028;-0.2037;0.290
38.0390;0.0792;0.1190;-0.2854;0.319
38.0440;0.2935;0.0401;-0.3335;0.446
38.0490;0.5027;-0.0290;-0.3289;0.601
38.0540;0.6728;-0.1260;-0.4251;0.806
38.0590;0.8612;-0.1888;-0.4305;0.981
38.0640;0.9864;-0.2027;-0.4266;1.094
38.0760;1.0723;-0.2680;-0.2988;1.145
38.0770;1.0949;-0.3036;-0.2051;1.155
38.0790;1.0781;-0.3667;-0.0640;1.141
38.0850;1.0364;-0.3905;0.0909;1.111
38.0950;0.9753;-0.4185;0.2645;1.094
38.0960;0.9286;-0.4750;0.4235;1.126
38.1020;0.8394;-0.5076;0.5154;1.108
38.1050;0.7655;-0.5977;0.5977;1.140
38.1090;0.7549;-0.6787;0.6801;1.222
38.1150;0.7552;-0.7745;0.7626;1.324
38.1200;0.6946;-0.8278;0.7353;1.307
38.1250;0.6489;-0.9053;0.7321;1.333
38.1300;0.6131;-0.9447;0.7912;1.376
38.1360;0.5869;-0.9557;0.8072;1.382
38.1400;0.6273;-1.0241;0.8520;1.472
38.1450;0.7483;-1.0974;0.8202;1.561
38.1530;0.7967;-1.1133;0.8268;1.599
38.1550;0.8828;-1.1677;0.8765;1.706
38.1600;0.9349;-1.2457;0.8161;1.758
38.1660;0.9918;-1.3142;0.7989;1.830
38.1710;1.0017;-1.3394;0.7147;1.819
38.1750;0.9743;-1.3119;0.6784;1.769
38.1800;0.9527;-1.3608;0.6708;1.792
38.1930;0.8799;-1.3904;0.5962;1.750
38.1940;0.8326;-1.4056;0.5169;1.713
38.1990;0.7197;-1.4446;0.5047;1.691
38.2120;0.6319;-1.4355;0.4015;1.619
38.2130;0.5783;-1.4217;0.2937;1.563
38.2130;0.5201;-1.3983;0.2387;1.511
38.2160;0.4427;-1.3844;0.1789;1.464
38.2210;0.4417;-1.4041;0.0666;1.473
38.2250;0.4353;-1.3758;-0.0264;1.443
38.2300;0.3852;-1.3331;-0.1242;1.393
38.2360;0.3870;-1.3236;-0.1981;1.393
38.2400;0.4116;-1.2758;-0.2384;1.362
38.2460;0.4017;-1.2802;-0.3219;1.380
38.2520;0.3667;-1.2701;-0.4436;1.394
38.2560;0.3500;-1.2451;-0.4123;1.358
38.2610;0.3422;-1.2051;-0.4435;1.329
38.2660;0.3243;-1.1979;-0.5228;1.347
38.2760;0.2629;-1.2090;-0.5736;1.364
38.2770;0.2159;-1.1281;-0.6343;1.312
38.2810;0.1596;-1.0794;-0.6190;1.255
38.2960;0.1561;-1.0437;-0.6616;1.246
38.2970;0.0572;-1.0111;-0.6427;1.199
38.2970;-0.0127;-1.0009;-0.6291;1.182
38.3030;-0.0582;-0.9364;-0.5971;1.112
38.3060;-0.1182;-0.9231;-0.4557;1.036
38.3110;-0.0777;-0.9277;-0.2911;0.975
38.3170;-0.0853;-0.9076;-0.1747;0.928
38.3220;-0.0597;-0.9348;0.0034;0.937
38.3260;-0.0489;-0.9043;0.1717;0.922
38.3310;-0.0051;-0.8838;0.2539;0.920
38.3370;-0.0331;-0.8830;0.3553;0.952
38.3420;-0.0658;-0.8398;0.3707;0.920
38.3470;-0.0985;-0.8072;0.4200;0.915
38.3530;-0.0929;-0.7659;0.3883;0.864
38.3570;-0.1925;-0.7829;0.3569;0.882
38.3620;-0.2391;-0.7818;0.2877;0.867
38.3690;-0.2041;-0.7384;0.1232;0.776
38.3720;-0.2693;-0.6863;0.0357;0.738
38.3770;-0.3149;-0.6826;-0.0610;0.754
38.3830;-0.3503;-0.6457;-0.2436;0.774
38.3930;-0.3277;-0.5613;-0.3398;0.733
38.3940;-0.3289;-0.5345;-0.3689;0.728
38.4000;-0.2535;-0.5031;-0.4170;0.701
38.4130;-0.1781;-0.4576;-0.4697;0.680
38.4140;-0.1648;-0.4458;-0.5463;0.724
38.4140;-0.1797;-0.4007;-0.6035;0.746
38.4200;-0.2133;-0.3416;-0.6797;0.790
38.4220;-0.1990;-0.2826;-0.6937;0.775
38.4270;-0.2375;-0.2286;-0.6788;0.755
38.4320;-0.2861;-0.1605;-0.7261;0.797
38.4380;-0.3162;-0.1020;-0.7733;0.842
38.4420;-0.3180;-0.0722;-0.7966;0.861
38.4480;-0.3205;-0.0233;-0.8247;0.885
38.4530;-0.3138;0.0306;-0.7859;0.847
38.4570;-0.2787;0.0608;-0.7663;0.818
38.4630;-0.1912;0.0528;-0.7181;0.745
38.4760;-0.1709;0.0880;-0.6556;0.683
38.4770;-0.1415;0.0992;-0.5646;0.590
38.4790;-0.1029;0.0962;-0.5550;0.573
38.4950;-0.0742;0.0889;-0.5360;0.548
38.4960;-0.0648;0.0726;-0.4646;0.475
38.4960;-0.0411;0.0617;-0.4223;0.429
38.4980;-0.0361;0.0036;-0.3276;0.330
38.5040;-0.0164;-0.0349;-0.1901;0.194
38.5080;0.0038;-0.0251;-0.0673;0.072
38.5130;-0.0708;-0.0916;-0.0069;0.116
38.5210;-0.1394;-0.0718;0.0773;0.175
38.5230;-0.1732;-0.0709;0.1517;0.241
38.5280;-0.1866;-0.0793;0.1638;0.261
38.5330;-0.2227;-0.0926;0.1950;0.310
38.5390;-0.2716;-0.0770;0.2260;0.362
38.5430;-0.2380;-0.0803;0.1566;0.296
38.5480;-0.2182;-0.0646;0.2211;0.317
38.5540;-0.1977;-0.0486;0.3094;0.370
38.5580;-0.2248;-0.0278;0.2924;0.370
38.5640;-0.2085;0.0023;0.3185;0.381
38.5780;-0.2112;-0.0108;0.3685;0.425
38.5780;-0.2236;-0.0195;0.4091;0.467
38.5810;-0.2262;0.0144;0.4020;0.461
38.5970;-0.2098;0.0379;0.3616;0.420
38.5980;-0.2361;0.0606;0.3790;0.451
38.5990;-0.2478;0.0969;0.3106;0.409
38.5990;-0.2067;0.1130;0.2330;0.331
38.6050;-0.2467;0.1381;0.0792;0.294
38.6090;-0.2721;0.1723;-0.0742;0.331
38.6140;-0.2683;0.1727;-0.2369;0.397
38.6190;-0.2596;0.2256;-0.3037;0.459
38.6240;-0.2415;0.2308;-0.4327;0.547
38.6290;-0.2094;0.2934;-0.5519;0.659
38.6350;-0.1347;0.2845;-0.5611;0.643
38.6390;-0.0990;0.2905;-0.6231;0.695
38.6440;-0.1074;0.3254;-0.6085;0.698
38.6500;-0.0642;0.3226;-0.6086;0.692
38.6550;-0.0128;0.3490;-0.5753;0.673
38.6600;-0.0295;0.3520;-0.5327;0.639
38.6650;0.0006;0.3648;-0.4903;0.611
38.6770;0.0444;0.3442;-0.4623;0.578
38.6780;0.0354;0.3188;-0.4199;0.528
38.6820;0.0267;0.3075;-0.3871;0.495
38.6970;-0.0248;0.2960;-0.3447;0.455
38.6980;-0.0901;0.2460;-0.4075;0.484
38.6980;-0.1407;0.2772;-0.4127;0.517
38.7040;-0.1862;0.3275;-0.4370;0.577
38.7050;-0.2316;0.3157;-0.4806;0.620
38.7100;-0.2288;0.3138;-0.5384;0.664
38.7150;-0.2353;0.2977;-0.5963;0.707
38.7200;-0.1599;0.2963;-0.6112;0.698
38.7260;-0.1369;0.2713;-0.5735;0.649
38.7300;-0.0850;0.2704;-0.5742;0.640
38.7370;-0.0763;0.3319;-0.5319;0.632
38.7400;-0.1302;0.3791;-0.5615;0.690
38.7450;-0.0745;0.3739;-0.5098;0.637
38.7520;-0.0576;0.4213;-0.4677;0.632
38.7550;-0.0174;0.4350;-0.4065;0.596
38.7600;-0.0159;0.3816;-0.3406;0.512
38.7660;-0.0099;0.4236;-0.2890;0.513
38.7710;-0.0375;0.4554;-0.2659;0.529
38.7750;-0.1127;0.5105;-0.2857;0.596
38.7800;-0.0921;0.5221;-0.3102;0.614
38.7930;-0.1385;0.4951;-0.2867;0.589
38.7940;-0.1274;0.5253;-0.3683;0.654
38.7970;-0.1260;0.5365;-0.4738;0.727
38.8140;-0.1436;0.5382;-0.5170;0.760
38.8150;-0.1513;0.5214;-0.5748;0.791
38.8160;-0.1685;0.5675;-0.6518;0.880
38.8160;-0.1373;0.5759;-0.6237;0.860
38.8220;-0.1440;0.5804;-0.5816;0.834
38.8260;-0.1170;0.6046;-0.5015;0.794
38.8310;-0.0853;0.6055;-0.3786;0.719
38.8370;-0.1160;0.6354;-0.2895;0.708
38.8410;-0.0946;0.6512;-0.2723;0.712
38.8460;-0.1111;0.6954;-0.2201;0.738
38.8540;-0.1417;0.7012;-0.1113;0.724
38.8560;-0.1292;0.7116;-0.0651;0.726
38.8610;-0.1356;0.6980;-0.0002;0.711
38.8670;-0.1699;0.6793;-0.0260;0.701
38.8710;-0.1606;0.6892;0.0150;0.708
38.8760;-0.1983;0.7225;-0.0250;0.750
38.8810;-0.2990;0.7465;-0.0746;0.808
38.8940;-0.3465;0.7517;-0.0621;0.830
38.8950;-0.3793;0.7908;-0.0641;0.879
38.8970;-0.3399;0.7536;-0.0422;0.828
38.9140;-0.3338;0.7932;-0.0444;0.862
38.9150;-0.3515;0.7853;0.0395;0.861
38.9160;-0.3405;0.8110;0.1423;0.891
38.9180;-0.3199;0.8511;0.2354;0.939
38.9230;-0.2753;0.8576;0.2710;0.941
38.9270;-0.2207;0.8638;0.3211;0.948
38.9320;-0.2468;0.8885;0.3235;0.977
38.9370;-0.2961;0.8984;0.3691;1.015
38.9420;-0.3637;0.9459;0.3288;1.065
38.9470;-0.4638;0.9739;0.2696;1.112
38.9540;-0.5584;1.0204;0.1963;1.180
38.9580;-0.7337;1.1482;0.1088;1.367
38.9620;-0.8178;1.2758;0.1075;1.519
38.9680;-0.8162;1.3701;0.1013;1.598
38.9790;-0.7630;1.3551;0.1283;1.560
38.9790;-0.6633;1.3314;0.1167;1.492
38.9820;-0.5074;1.2560;0.2101;1.371
39.0010;-0.2612;1.1717;0.3318;1.245
39.0030;-0.1158;1.0686;0.4007;1.147
39.0030;-0.0470;0.9800;0.4504;1.080
39.0040;-0.0683;0.9731;0.5909;1.140
39.0070;-0.1418;1.0090;0.6834;1.227
39.0140;-0.2438;1.0398;0.8381;1.358
39.0200;-0.3411;1.0701;1.0406;1.531
39.0240;-0.4052;0.9995;1.1569;1.582
39.0280;-0.3838;0.9568;1.2112;1.590
39.0330;-0.3391;0.8317;1.2657;1.552
39.0380;-0.2562;0.7726;1.3061;1.539
39.0430;-0.2113;0.6788;1.3565;1.532
39.0480;-0.1082;0.6651;1.3117;1.475
39.0550;-0.0522;0.6694;1.2816;1.447
39.0590;-0.0147;0.6199;1.2855;1.427
39.0630;0.0951;0.6030;1.2610;1.401
39.0680;0.1814;0.5948;1.2225;1.372
39.0780;0.3204;0.5095;1.1364;1.286
39.0790;0.3781;0.4858;1.1415;1.297
39.0990;0.4070;0.4474;1.1229;1.275
39.1000;0.4405;0.4132;1.0949;1.250
39.1000;0.4785;0.3979;1.0910;1.256
39.1000;0.5309;0.3918;1.0824;1.268
39.1050;0.5546;0.3706;1.1219;1.305
39.1080;0.5739;0.3294;1.0899;1.275
39.1140;0.6079;0.2876;1.0009;1.206
39.1210;0.6328;0.2880;1.0127;1.228
39.1240;0.6294;0.3354;0.9148;1.160
39.1290;0.6312;0.3103;0.8173;1.078
39.1340;0.6286;0.2943;0.7441;1.018
39.1390;0.6359;0.2922;0.6377;0.947
39.1440;0.6670;0.2946;0.5124;0.891
39.1490;0.6740;0.2969;0.4303;0.853
39.1550;0.7762;0.2371;0.4010;0.905
39.1590;0.8587;0.1873;0.3238;0.937
39.1640;0.9551;0.1570;0.2943;1.012
39.1790;1.0082;0.1509;0.1788;1.035
39.1790;0.9701;0.1022;0.1350;0.985
39.1800;0.9608;0.1497;0.1341;0.982
39.2000;0.8943;0.1354;0.0567;0.906
39.2010;0.8284;0.1074;0.0126;0.835
39.2010;0.7625;0.0657;0.0115;0.765
39.2020;0.7161;0.0484;0.0055;0.718
39.2060;0.6795;-0.0020;-0.0054;0.679
39.2100;0.6524;-0.0088;-0.0451;0.654
39.2140;0.6153;-0.0531;-0.0898;0.624
39.2210;0.5731;-0.1111;-0.1012;0.592
39.2250;0.5591;-0.1780;-0.0412;0.588
39.2300;0.5300;-0.2631;0.0186;0.592
39.2350;0.5718;-0.3332;0.0922;0.668
39.2410;0.5456;-0.3931;0.1465;0.688
39.2450;0.5285;-0.4720;0.2293;0.745
39.2500;0.4586;-0.5698;0.2641;0.778
39.2560;0.4606;-0.6248;0.3420;0.848
39.2600;0.3576;-0.6564;0.4105;0.853
39.2650;0.3698;-0.7271;0.4075;0.912
39.2800;0.3201;-0.8320;0.3714;0.966
39.2800;0.2468;-0.8758;0.3405;0.972
39.2830;0.2358;-0.8918;0.2718;0.962
39.3040;0.1672;-0.8942;0.1843;0.928
39.3050;0.1460;-0.9023;0.1259;0.923
39.3060;0.1003;-0.9061;0.0246;0.912
39.3060;0.1253;-0.9439;-0.0525;0.954
39.3080;0.0918;-0.9338;-0.1009;0.944
39.3100;0.1048;-0.9335;-0.1781;0.956
39.3150;0.0878;-0.9377;-0.2697;0.980
39.3220;0.0982;-0.9367;-0.2992;0.988
39.3250;0.0981;-0.9404;-0.3097;0.995
39.3300;0.1117;-0.9246;-0.2774;0.972
39.3380;0.1009;-0.9179;-0.2023;0.945
39.3400;0.0945;-0.9396;-0.1799;0.961
39.3450;0.1165;-0.9804;-0.1529;0.999
39.3510;0.0761;-1.0115;-0.1069;1.020
39.3560;0.0784;-1.0042;-0.0370;1.008
39.3610;0.0851;-1.0207;-0.0390;1.025
39.3660;0.1391;-1.0228;-0.0315;1.033
39.3780;0.1351;-1.0392;0.0189;1.048
39.3790;0.1017;-1.0460;0.0645;1.053
39.3810;0.0869;-1.0575;0.1099;1.067
39.3960;0.1146;-1.0355;0.1504;1.053
39.3970;0.1178;-1.0421;0.1334;1.057
39.3980;0.1207;-1.0487;0.1403;1.065
39.4010;0.0901;-1.0793;0.1425;1.092
39.4080;0.0598;-1.0908;0.1304;1.100
39.4110;0.0485;-1.0975;0.0943;1.103
39.4160;0.0084;-1.0608;0.0391;1.062
39.4220;-0.0509;-1.0142;-0.0210;1.016
39.4260;-0.1485;-0.9861;-0.0669;0.999
39.4310;-0.1647;-0.9624;-0.0460;0.977
39.4390;-0.1665;-0.9571;-0.0541;0.973
39.4420;-0.1545;-0.9368;-0.0577;0.951
39.4470;-0.1477;-0.9250;-0.0377;0.938
39.4520;-0.0743;-0.9317;-0.0468;0.936
39.4570;-0.0919;-0.9327;-0.0323;0.938
39.4620;-0.0377;-0.9090;-0.0133;0.910
39.4670;-0.0740;-0.8846;0.0246;0.888
39.4810;-0.0905;-0.8740;0.1005;0.884
39.4810;-0.1304;-0.8965;0.1905;0.926
39.4830;-0.1361;-0.8949;0.2422;0.937
39.5030;-0.1938;-0.8984;0.2749;0.959
39.5040;-0.2703;-0.8831;0.2312;0.952
39.5050;-0.3131;-0.8825;0.2259;0.963
39.5050;-0.4222;-0.8441;0.1634;0.958
39.5070;-0.4448;-0.8109;0.1491;0.937
39.5120;-0.4434;-0.7638;0.1110;0.890
39.5170;-0.4153;-0.7548;0.0345;0.862
39.5230;-0.3922;-0.6937;-0.0365;0.798
39.5270;-0.3695;-0.6333;-0.0926;0.739
39.5330;-0.3232;-0.6161;-0.1531;0.712
39.5380;-0.3367;-0.5889;-0.2815;0.734
39.5430;-0.3169;-0.5138;-0.3763;0.711
39.5470;-0.3257;-0.5007;-0.4568;0.752
39.5560;-0.3156;-0.5302;-0.5087;0.800
39.5570;-0.2578;-0.5208;-0.5225;0.781
39.5620;-0.2337;-0.5013;-0.5173;0.757
39.5680;-0.2100;-0.4668;-0.5220;0.731
39.5730;-0.1866;-0.4126;-0.4983;0.673
39.5780;-0.2256;-0.3770;-0.4508;0.630
39.5830;-0.2069;-0.3938;-0.4322;0.620
39.5970;-0.2119;-0.3197;-0.3754;0.537
39.5970;-0.1781;-0.3077;-0.3235;0.481
39.5980;-0.1631;-0.3007;-0.3049;0.458
39.6160;-0.1528;-0.3226;-0.2815;0.455
39.6170;-0.1043;-0.3209;-0.2916;0.446
39.6170;-0.1134;-0.2762;-0.2872;0.414
39.6190;-0.0941;-0.2363;-0.2494;0.356
39.6240;-0.0417;-0.2012;-0.2930;0.358
39.6280;0.0438;-0.1419;-0.2650;0.304
39.6330;0.1001;-0.1541;-0.2227;0.289
39.6390;0.1655;-0.1564;-0.2142;0.313
39.6430;0.2358;-0.1441;-0.1483;0.314
39.6480;0.2351;-0.1363;-0.1543;0.312
39.6550;0.2114;-0.1475;-0.1077;0.279
39.6580;0.1363;-0.0969;-0.0944;0.192
39.6630;0.0531;-0.0897;-0.1383;0.173
39.6690;-0.0289;-0.0496;-0.1340;0.146
39.6790;-0.1248;-0.0148;-0.1535;0.198
39.6800;-0.1919;-0.0187;-0.1919;0.272
39.6850;-0.2257;-0.0038;-0.2971;0.373
39.6980;-0.2074;0.0347;-0.3782;0.433
39.6990;-0.2090;0.0728;-0.4160;0.471
39.7000;-0.1635;0.1346;-0.4730;0.518
39.7060;-0.0805;0.1197;-0.4581;0.480
39.7090;-0.0317;0.1336;-0.5199;0.538
39.7140;0.0591;0.1477;-0.5147;0.539
39.7200;0.0916;0.1381;-0.5623;0.586
39.7240;0.0564;0.1818;-0.5480;0.580
39.7290;0.0206;0.2216;-0.5675;0.610
39.7340;-0.0342;0.2430;-0.5299;0.584
39.7400;-0.0934;0.2078;-0.4353;0.491
39.7440;-0.1187;0.1781;-0.3935;0.448
39.7490;-0.1914;0.1634;-0.3521;0.433
39.7550;-0.2492;0.1252;-0.2486;0.374
39.7600;-0.3065;0.1497;-0.1885;0.390
39.7650;-0.4157;0.1507;-0.1285;0.460
39.7700;-0.4431;0.1471;-0.0639;0.471
39.7750;-0.4270;0.1577;-0.0184;0.456
39.7800;-0.4872;0.1396;0.0940;0.515
39.7850;-0.4946;0.1402;0.0630;0.518
39.7970;-0.4688;0.1404;0.2091;0.532
39.7980;-0.4098;0.1354;0.1878;0.471
39.8000;-0.3847;0.1298;0.1715;0.441
39.8160;-0.3839;0.1430;0.1410;0.433
39.8170;-0.3785;0.1752;0.0818;0.425
39.8180;-0.4069;0.1833;0.0275;0.447
39.8200;-0.3637;0.1819;-0.0506;0.410
39.8250;-0.3687;0.2333;-0.0378;0.438
39.8300;-0.3542;0.1749;-0.0013;0.395
39.8350;-0.3969;0.1454;-0.0126;0.423
39.8400;-0.4103;0.1639;0.0239;0.442
39.8450;-0.4856;0.1296;0.0987;0.512
39.8500;-0.5365;0.1382;0.1065;0.564
39.8570;-0.5679;0.1797;0.1193;0.607
39.8600;-0.6179;0.1919;0.1084;0.656
39.8650;-0.6006;0.1796;0.0117;0.627
39.8800;-0.5830;0.1810;-0.0607;0.613
39.8810;-0.5511;0.2201;-0.1186;0.605
39.8830;-0.4714;0.2493;-0.1236;0.547
39.8860;-0.3632;0.2782;-0.1428;0.479
39.9000;-0.2938;0.3304;-0.2193;0.494
39.9020;-0.2440;0.3732;-0.3292;0.554
39.9020;-0.1466;0.4209;-0.4008;0.599
39.9070;-0.0498;0.4111;-0.3815;0.563
39.9110;-0.1062;0.4592;-0.4197;0.631
39.9160;-0.0625;0.4548;-0.4581;0.649
39.9230;-0.0622;0.4648;-0.4293;0.636
39.9260;-0.1002;0.4748;-0.4437;0.658
39.9310;-0.1049;0.4705;-0.4342;0.649
39.9360;-0.1480;0.4948;-0.4008;0.654
39.9420;-0.1290;0.4951;-0.3865;0.641
39.9460;-0.1293;0.5383;-0.3626;0.662
39.9510;-0.1772;0.5572;-0.3673;0.691
39.9560;-0.1389;0.5903;-0.3098;0.681
39.9610;-0.1389;0.6232;-0.3575;0.732
39.9660;-0.1389;0.5934;-0.3524;0.704
39.9810;-0.1100;0.5970;-0.3663;0.709
39.9820;-0.0909;0.6149;-0.4424;0.763
39.9820;-0.0434;0.6232;-0.4802;0.788
40.0000;-0.0679;0.6078;-0.4175;0.741
40.0020;-0.0401;0.6262;-0.3981;0.743
40.0020;0.0013;0.6019;-0.3502;0.696
40.0060;0.0179;0.6211;-0.3312;0.704
40.0070;0.0195;0.6599;-0.2359;0.701
40.0120;0.0492;0.6750;-0.1647;0.697
40.0160;0.0498;0.6712;-0.0459;0.675
40.0240;0.0747;0.6674;0.0202;0.672
40.0270;0.0906;0.6491;0.1388;0.670
40.0320;0.1120;0.6352;0.1953;0.674
40.0370;0.1439;0.6495;0.2090;0.697
40.0420;0.1192;0.6584;0.1989;0.698
40.0470;0.0620;0.6763;0.1891;0.705
40.0520;-0.0038;0.7226;0.0934;0.729
40.0570;-0.1116;0.7974;-0.0452;0.806
40.0620;-0.2280;0.8865;-0.0593;0.917
40.0670;-0.3056;0.9424;-0.0161;0.991
40.0810;-0.3454;0.9367;-0.0066;0.998
40.0810;-0.3534;0.9796;0.0407;1.042
40.0820;-0.2008;0.9759;0.0301;0.997
40.1000;-0.0169;0.9212;0.1002;0.927
40.1010;0.2082;0.7818;0.1266;0.819
40.1010;0.3366;0.6728;0.2338;0.788
40.1030;0.4559;0.5795;0.3739;0.827
40.1100;0.4094;0.5543;0.5518;0.883
40.1130;0.2885;0.5824;0.7389;0.984
40.1170;0.0935;0.6060;0.9305;1.114
40.1250;-0.1184;0.6386;1.1412;1.313
40.1280;-0.2995;0.6371;1.2562;1.440
40.1330;-0.4215;0.6249;1.2472;1.457
40.1380;-0.5998;0.6115;1.1526;1.436
40.1430;-0.7297;0.6783;1.1541;1.525
40.1480;-0.7925;0.7725;1.1227;1.576
40.1530;-0.8031;0.7841;1.0629;1.546
40.1580;-0.6952;0.8043;0.9844;1.449
40.1630;-0.5454;0.7471;0.8871;1.282
40.1680;-0.4066;0.7084;0.8140;1.153
40.1830;-0.2739;0.6692;0.7126;1.015
40.1840;-0.2047;0.6489;0.6687;0.954
40.1850;-0.1319;0.6238;0.5340;0.832
40.2000;-0.1364;0.6086;0.5093;0.805
40.2000;-0.1510;0.5795;0.5515;0.814
40.2010;-0.1324;0.5365;0.5169;0.757
40.2080;-0.1328;0.5226;0.5205;0.750
40.2090;-0.1374;0.4561;0.5481;0.726
40.2140;-0.1602;0.3704;0.6140;0.735
40.2180;-0.1725;0.2748;0.7038;0.775
40.2240;-0.2271;0.2551;0.7604;0.834
40.2280;-0.2811;0.2488;0.7885;0.873
40.2340;-0.2774;0.2457;0.7836;0.867
40.2400;-0.2932;0.2077;0.7793;0.858
40.2440;-0.2137;0.1968;0.7516;0.806
40.2490;-0.1971;0.1605;0.6576;0.705
40.2540;-0.1571;0.1323;0.5976;0.632
40.2590;-0.1179;0.1029;0.4903;0.515
40.2640;-0.0893;0.0773;0.3357;0.356
40.2690;-0.0902;0.0937;0.2629;0.293
40.2820;-0.0393;0.0662;0.2145;0.228
40.2820;-0.0127;0.0142;0.1233;0.125
40.2870;0.0805;-0.0333;0.0420;0.097
40.3010;0.1541;-0.0715;-0.0678;0.183
40.3020;0.1559;-0.1050;-0.1440;0.237
40.3020;0.2102;-0.1144;-0.1578;0.287
40.3090;0.2409;-0.1664;-0.2196;0.366
40.3100;0.2671;-0.1800;-0.2478;0.406
40.3140;0.3033;-0.2171;-0.2140;0.430
40.3190;0.2971;-0.2730;-0.1659;0.436
40.3250;0.3394;-0.3145;-0.1465;0.485
40.3300;0.2961;-0.3464;-0.1510;0.480
40.3340;0.3203;-0.3351;-0.1651;0.492
40.3410;0.3256;-0.3957;-0.1791;0.543
40.3450;0.3643;-0.4224;-0.2793;0.624
40.3500;0.4555;-0.4583;-0.3412;0.731
40.3580;0.4986;-0.4983;-0.3267;0.777
40.3600;0.5318;-0.5518;-0.3030;0.824
40.3650;0.5841;-0.6043;-0.3322;0.904
40.3700;0.6367;-0.6176;-0.3283;0.946
40.3820;0.6559;-0.7065;-0.2434;0.994
40.3830;0.6758;-0.7991;-0.2115;1.068
40.3870;0.6915;-0.8860;-0.1704;1.137
40.4010;0.6362;-0.9481;-0.0628;1.144
40.4020;0.5434;-1.0239;0.0589;1.161
40.4030;0.4800;-1.1038;0.0941;1.207
40.4170;0.3649;-1.1497;0.2009;1.223
40.4180;0.3031;-1.1380;0.2979;1.215
40.4190;0.2371;-1.2124;0.3756;1.291
40.4210;0.2101;-1.2772;0.4676;1.376
40.4270;0.2506;-1.3042;0.5215;1.427
40.4310;0.3251;-1.3987;0.5707;1.545
40.4360;0.3809;-1.4604;0.6011;1.625
40.4410;0.4707;-1.4605;0.6030;1.649
40.4450;0.4940;-1.4376;0.5239;1.608
40.4500;0.5033;-1.4343;0.4500;1.585
40.4570;0.5229;-1.4076;0.3954;1.553
40.4600;0.5286;-1.3764;0.3172;1.508
40.4650;0.5584;-1.3500;0.2390;1.480
40.4710;0.5741;-1.3668;0.1849;1.494
40.4790;0.6092;-1.3885;0.0975;1.519
40.4820;0.5873;-1.3576;0.0197;1.479
40.4860;0.5561;-1.3029;-0.0100;1.417
40.4990;0.6064;-1.3057;-0.1162;1.444
40.4990;0.6611;-1.2702;-0.2175;1.448
40.5170;0.6390;-1.2536;-0.3379;1.447
40.5180;0.6405;-1.1937;-0.4296;1.421
40.5190;0.6752;-1.1906;-0.4927;1.455
40.5190;0.7523;-1.1628;-0.5464;1.489
40.5220;0.7663;-1.1486;-0.6340;1.519
40.5260;0.7655;-1.1238;-0.6501;1.507
40.5310;0.7643;-1.1026;-0.6762;1.502
40.5380;0.7438;-1.0804;-0.7506;1.511
40.5440;0.6657;-1.0812;-0.7534;1.476
40.5460;0.5494;-1.0141;-0.7232;1.361
40.5510;0.5099;-0.9703;-0.7651;1.337
40.5580;0.4178;-0.9686;-0.8121;1.331
40.5610;0.3590;-0.9563;-0.8116;1.305
40.5670;0.2759;-0.8860;-0.8066;1.230
